model_type,fault_name,frequency,percentage
PC135F-10M0,alternator+defective charging,206,2.84
PC135F-10M0,blow-by pressure sensor+defective function,188,2.59
PC135F-10M0,swing brake solenoid valve+open circuit,178,2.46
PC135F-10M0,komtrax gps antenna cable+open circuit,172,2.37
PC135F-10M0,coolant+servicing,108,1.49
PC135F-10M0,eng ne speed sensor error,94,1.3
PC135F-10M0,personal code relay+open circut or short circuit,84,1.16
PC135F-10M0,front pump oil pressure sensor+defective function,72,0.99
PC135F-10M0,bucket dump ppc pressure sensor+defective function,70,0.97
PC135F-10M0,swing left ppc pressure sensor+defective function,70,0.97
PC135F-10M0,monitor cntrlr can communicaton 2+communication error (compo line),64,0.88
PC135F-10M0,pc-epc(f) solenoide valve+open circuit,64,0.88
PC135F-10M0,swing right ppc pressure sensor+defective function,64,0.88
PC135F-10M0,swing ls divide solenoid+open circuit,58,0.8
PC135F-10M0,g/p controller operating lamp+open circuit,56,0.77
PC135F-10M0,arm in ppc pressure sensor+defective function,52,0.72
PC135F-10M0,bucket curl ppc pressure sensor+defective function,52,0.72
PC135F-10M0,swing ls divide solenoid+short circuit,52,0.72
PC135F-10M0,c/r eng cntrlr can communication 2+communication error (compo line),46,0.63
PC135F-10M0,travel speed solenoid valve+open circuit,46,0.63
PC135F-10M0,ambient press sens low error,44,0.61
PC135F-10M0,boom down ppc pressure sensor+defective function,44,0.61
PC135F-10M0,komtrax operating lamp+open circuit,42,0.58
PC135F-10M0,arm dump ppc pressure sensor+defective function,40,0.55
PC135F-10M0,back-up alarm buzzer+short circuit,40,0.55
PC135F-10M0,monitor cntrlr operating lamp+open circuit,40,0.55
PC135F-10M0,throttle sensor low error,40,0.55
PC135F-10M0,2stage back pressure solenoid valve+open circuit,39,0.54
PC135F-10M0,2-stage relief solenoid valve+open circuit,38,0.52
PC135F-10M0,rail press high error,36,0.5
PC135F-10M0,air controller can communication 2+communication error (compo line),35,0.48
PC135F-10M0,boom up ppc pressure sensor+defective function,34,0.47
PC135F-10M0,pump merger-divider solenoid valve+open circuit,34,0.47
PC135F-10M0,pump merger-divider solenoid valve+short circuit,34,0.47
PC135F-10M0,engine oil+low oil pressure,32,0.44
PC135F-10M0,g/p controller output power line+source voltage drop,32,0.44
PC135F-10M0,2stage back pressure solenoid valve+short circuit,30,0.41
PC135F-10M0,eng bkup speed sensor error,30,0.41
PC135F-10M0,travel ppc p.sensor;backward right+defective function,28,0.39
PC135F-10M0,g/p controller output sensor line 2+out put voltage drop,26,0.36
PC135F-10M0,2-stage relief solenoid valve+short circuit,25,0.35
PC135F-10M0,imv/pcv1 open error,24,0.33
PC135F-10M0,travel neutral solenoid valve+short circuit,24,0.33
PC135F-10M0,travel ppc p.sensor;forward left+defective function,24,0.33
PC135F-10M0,travel ppc p.sensor;forward right+defective function,24,0.33
PC135F-10M0,hydraulic oil+overheat,22,0.3
PC135F-10M0,throttle sensor high error,22,0.3
PC135F-10M0,travel ppc p.sensor;backward left+defective function,22,0.3
PC135F-10M0,att serv valve changeover solenoid+open circuit,20,0.28
PC135F-10M0,g/p controller can communication 2+communication error (compo line),20,0.28
PC135F-10M0,monitor ctllr model select harness+model select signal mismatch,20,0.28
PC135F-10M0,coolant+overheat,18,0.25
PC135F-10M0,travel neutral solenoid valve+open circuit,16,0.22
PC135F-10M0,chg air temp sensor high error,14,0.19
PC135F-10M0,monitor cntrlr operating lamp+short circuit,14,0.19
PC135F-10M0,pump merger-divider solenoid valve+short circut of power source line,14,0.19
PC135F-10M0,rail press sensor high error,14,0.19
PC135F-10M0,wiper motor+open circuit,14,0.19
PC135F-10M0,coolant temp sens high error,12,0.17
PC135F-10M0,hydraulic oil temperature sensor+short circuit,12,0.17
PC135F-10M0,g/p controller model select line+model select signal mismatch,10,0.14
PC135F-10M0,governor and pump controller+malfunction,10,0.14
PC135F-10M0,inj #1(l#1) open/short error,10,0.14
PC135F-10M0,komtrax operating lamp+short circuit,10,0.14
PC135F-10M0,battery relay+short circuit,8,0.11
PC135F-10M0,f-o-v aux camera2 image reverse i/p+input signal out of scope,8,0.11
PC135F-10M0,g/p controller can communication+communication error (compo line),8,0.11
PC135F-10M0,g/p controller operating lamp+short circuit,8,0.11
PC135F-10M0,komtrax cntrlr can communication 2+communication error (compo line),8,0.11
PC135F-10M0,rail press very high error,8,0.11
PC135F-10M0,chg air press sensor low error,6,0.08
PC135F-10M0,f-o-v aux camera3 image reverse i/p+input signal out of scope,6,0.08
PC135F-10M0,g/p controller output sensor line 1+out put voltage drop,6,0.08
PC135F-10M0,imv solenoid error,6,0.08
PC135F-10M0,inj #3(l#3) open/short error,6,0.08
PC135F-10M0,inj #4(l#4) open/short error,6,0.08
PC135F-10M0,injectors drive circuit error,6,0.08
PC135F-10M0,throt sens sup volt low error,6,0.08
PC135F-10M0,chg air press sensor high error,4,0.06
PC135F-10M0,inj #2(l#2) open/short error,4,0.06
PC135F-10M0,komtrax(gw) power 24v+short circuit,4,0.06
PC135F-10M0,komtrax(gw) power 24v-2+short circuit,4,0.06
PC135F-10M0,rail press sensor low error,4,0.06
PC135F-10M0,wind washer motor+short circuit,4,0.06
PC135F-10M0,att. flow ppc adjust solenoid valve+open circuit,2,0.03
PC135F-10M0,eng ne and bkup speed sens error,2,0.03
PC135F-10M0,komtrax(gw) controller+controller inside failure,2,0.03
PC135F-10M0,sens supply 1 volt low error,2,0.03
PC135F-10M0,travel speed solenoid valve+short circuit,2,0.03
PC135F-10M0,wiper motor (clockwise)+short circuit,2,0.03
PC160LC-8,engine oil+decrease in quantity,30,20.41
PC160LC-8,komtrax gps antenna cable+open circuit,20,13.61
PC160LC-8,coolant+decrease in quantity,14,9.52
PC160LC-8,wind washer motor+open circuit,14,9.52
PC160LC-8,water in fuel sensor high error,12,8.16
PC160LC-8,air cleaner element+clogging,10,6.8
PC160LC-8,rear pump oil pressure sensor+defective function,10,6.8
PC160LC-8,2-stage relief solenoid valve+open circuit,7,4.76
PC160LC-8,coolant temp sens high error,6,4.08
PC160LC-8,eng oil press sw error,6,4.08
PC160LC-8,eng bkup speed sens phase error,4,2.72
PC160LC-8,rail press low error,4,2.72
PC160LC-8,throttle sensor high error,4,2.72
PC160LC-8,alternator+defective charging,2,1.36
PC160LC-8,g/p controller output power line+source voltage drop,2,1.36
PC160LC-8,rail press very low error,2,1.36
PC195LC-8,engine oil+decrease in quantity,316,21.15
PC195LC-8,alternator+defective charging,156,10.44
PC195LC-8,wind washer motor+open circuit,134,8.97
PC195LC-8,coolant+decrease in quantity,112,7.5
PC195LC-8,komtrax gps antenna cable+open circuit,112,7.5
PC195LC-8,water in fuel sensor high error,74,4.95
PC195LC-8,air cleaner element+clogging,52,3.48
PC195LC-8,rail press low error,46,3.08
PC195LC-8,front pump oil pressure sensor+defective function,44,2.95
PC195LC-8,engine oil+low oil pressure,24,1.61
PC195LC-8,rail press very low error,24,1.61
PC195LC-8,rear pump oil pressure sensor+defective function,22,1.47
PC195LC-8,wiper motor+defective function,20,1.34
PC195LC-8,coolant temp sens high error,18,1.2
PC195LC-8,coolant+overheat,18,1.2
PC195LC-8,ambient press sens low error,16,1.07
PC195LC-8,pc-epc(f) solenoide valve+open circuit,16,1.07
PC195LC-8,travel neutral solenoid valve+open circuit,16,1.07
PC195LC-8,swing brake solenoid valve+open circuit,14,0.94
PC195LC-8,water in fuel sensor low error,14,0.94
PC195LC-8,eng oil press sw error,12,0.8
PC195LC-8,monitor controller can communicaton+malfunction,12,0.8
PC195LC-8,throttle sensor high error,12,0.8
PC195LC-8,wiper motor (clockwise)+short circuit,12,0.8
PC195LC-8,eng ne speed sensor error,10,0.67
PC195LC-8,rail press sensor high error,10,0.67
PC195LC-8,swing brake solenoid valve+short circuit,10,0.67
PC195LC-8,throttle sensor low error,10,0.67
PC195LC-8,ambient press sens high error,8,0.54
PC195LC-8,g/p controller output power line+source voltage drop,8,0.54
PC195LC-8,hydraulic oil temperature sensor+short circuit,8,0.54
PC195LC-8,inj #1(l#1) open/short error,8,0.54
PC195LC-8,inj #4(l#4) open/short error,8,0.54
PC195LC-8,injectors drive circuit error,8,0.54
PC195LC-8,komnet datalink timeout error,8,0.54
PC195LC-8,monitor cntrlr pwr source (r-camera)+short circuit,8,0.54
PC195LC-8,pump merger-divider solenoid valve+open circuit,8,0.54
PC195LC-8,rail press high error,8,0.54
PC195LC-8,swing right ppc pressure sensor+defective function,8,0.54
PC195LC-8,2-stage relief solenoid valve+open circuit,6,0.4
PC195LC-8,chg air press sensor low error,6,0.4
PC195LC-8,chg air temp sensor high error,6,0.4
PC195LC-8,g/p controller can communication+malfunction,6,0.4
PC195LC-8,g/p controller output sensor line 1+out put voltage drop,6,0.4
PC195LC-8,hydraulic oil+overheat,6,0.4
PC195LC-8,imv/pcv1 open error,6,0.4
PC195LC-8,travel neutral solenoid valve+short circuit,6,0.4
PC195LC-8,eng bkup speed sensor error,4,0.27
PC195LC-8,pump merger-divider solenoid valve+short circuit,4,0.27
PC195LC-8,2-stage relief solenoid valve+short circuit,2,0.13
PC195LC-8,coolant temp sens low error,2,0.13
PC195LC-8,grid htr relay volt low error,2,0.13
PC195LC-8,pc-epc(f) solenoide valve+short circuit,2,0.13
PC195LC-8,rail press very high error,2,0.13
PC195LC-8,sens supply 2 volt low error,2,0.13
PC195LC-8,swing left ppc pressure sensor+defective function,2,0.13
PC200-10M0,water in fuel sensor high error,1552,20.39
PC200-10M0,coolant+decrease in quantity,461,6.06
PC200-10M0,eng.blow-by pressure+pressure high error,458,6.02
PC200-10M0,air mix damper+malfunction,457,6.0
PC200-10M0,rail press low error,414,5.44
PC200-10M0,back-up alarm buzzer+short circuit,394,5.18
PC200-10M0,hyd filter bypass valve sensor 1+clogging,330,4.33
PC200-10M0,ventilation damper+malfunction,264,3.47
PC200-10M0,rail press very low error,164,2.15
PC200-10M0,water in fuel sensor low error,160,2.1
PC200-10M0,hyd filter bypass valve sensor 1+defective function,140,1.84
PC200-10M0,wiper motor+defective function,140,1.84
PC200-10M0,komtrax gps antenna cable+open circuit,122,1.6
PC200-10M0,coolant+servicing,120,1.58
PC200-10M0,ventilating sensor+open circuit,117,1.54
PC200-10M0,alternator+defective charging,114,1.5
PC200-10M0,engine oil+decrease in quantity,94,1.23
PC200-10M0,personal code relay+open circut or short circuit,90,1.18
PC200-10M0,air cleaner element+clogging,86,1.13
PC200-10M0,swing brake solenoid valve+open circuit,76,1.0
PC200-10M0,air controller can communication 2+communication error (compo line),66,0.87
PC200-10M0,ambient press sens low error,56,0.74
PC200-10M0,air cleaner clogging sensor(1)+open circuit,54,0.71
PC200-10M0,blow-by pressure sensor+defective function,50,0.66
PC200-10M0,c/r eng cntrlr can communication 2+communication error (compo line),46,0.6
PC200-10M0,work equipment lever lock switch+open circuit,46,0.6
PC200-10M0,ls control epc solenoid valve+open circuit,42,0.55
PC200-10M0,monitor cntrlr can communicaton 2+communication error (compo line),42,0.55
PC200-10M0,monitor ctllr model select harness+model select signal mismatch,42,0.55
PC200-10M0,coolant+overheat,40,0.53
PC200-10M0,arm in ppc pressure sensor+defective function,38,0.5
PC200-10M0,bucket curl ppc pressure sensor+defective function,38,0.5
PC200-10M0,bucket dump ppc pressure sensor+defective function,38,0.5
PC200-10M0,outer sensor+open circuit,36,0.47
PC200-10M0,refrigerant+input signal out of scope,36,0.47
PC200-10M0,boom down ppc pressure sensor+defective function,34,0.45
PC200-10M0,eng oil press sw error,32,0.42
PC200-10M0,swing left ppc pressure sensor+defective function,32,0.42
PC200-10M0,2-stage relief solenoid valve+open circuit,31,0.41
PC200-10M0,eng ne speed sensor error,30,0.39
PC200-10M0,front pump oil pressure sensor+defective function,30,0.39
PC200-10M0,g/p controller can communication 2+communication error (compo line),30,0.39
PC200-10M0,swing right ppc pressure sensor+defective function,30,0.39
PC200-10M0,2stage back pressure solenoid valve+open circuit,28,0.37
PC200-10M0,merge-divider main epc solenoid vlv+open circuit,28,0.37
PC200-10M0,rail press high error,28,0.37
PC200-10M0,rail press sensor high error,28,0.37
PC200-10M0,arm dump ppc pressure sensor+defective function,26,0.34
PC200-10M0,rear pump oil pressure sensor+defective function,26,0.34
PC200-10M0,travel ppc p.sensor;forward left+defective function,26,0.34
PC200-10M0,boom up ppc pressure sensor+defective function,24,0.32
PC200-10M0,g/p controller output power line+source voltage drop,24,0.32
PC200-10M0,hydraulic oil temperature sensor+open circuit,24,0.32
PC200-10M0,pc-epc(r) solenoide valve+open circuit,24,0.32
PC200-10M0,throttle sensor low error,22,0.29
PC200-10M0,2stage back pressure solenoid valve+short circuit,21,0.28
PC200-10M0,att serv valve changeover solenoid+open circuit,20,0.26
PC200-10M0,engine oil+low oil pressure,20,0.26
PC200-10M0,merge-divider ls epc solenoid vlv+open circuit,20,0.26
PC200-10M0,pc-epc(f) solenoide valve+open circuit,20,0.26
PC200-10M0,rail press sensor low error,20,0.26
PC200-10M0,inner sensor+open circuit,18,0.24
PC200-10M0,merge-divider ls epc solenoid vlv+short circuit,18,0.24
PC200-10M0,monitor cntrlr operating lamp+short circuit,18,0.24
PC200-10M0,throttle sensor high error,18,0.24
PC200-10M0,travel ppc p.sensor;forward right+defective function,18,0.24
PC200-10M0,wiper motor+open circuit,18,0.24
PC200-10M0,work equipment lever lock switch+short circut of power source line,18,0.24
PC200-10M0,g/p controller can communication+communication error (compo line),16,0.21
PC200-10M0,coolant temp sens high error,14,0.18
PC200-10M0,g/p controller model select line+model select signal mismatch,14,0.18
PC200-10M0,hyd pump swash plate angle sensor f+defective function,12,0.16
PC200-10M0,hyd pump swash plate angle sensor r+defective function,12,0.16
PC200-10M0,swing motor 2stage relief solenoid+open circuit,12,0.16
PC200-10M0,swing stroke control solenoid valve+open circuit,12,0.16
PC200-10M0,travel ppc p.sensor;backward left+defective function,12,0.16
PC200-10M0,water in fuel sensor main or (r)+input signal out of scope,12,0.16
PC200-10M0,2stage back pressure solenoid valve+short circut of power source line,11,0.14
PC200-10M0,ventilating sensor+short circuit,11,0.14
PC200-10M0,g/p controller output sensor line 2+out put voltage drop,10,0.13
PC200-10M0,komtrax cntrlr can communication 2+communication error (compo line),10,0.13
PC200-10M0,ls control epc solenoid valve+short circuit,10,0.13
PC200-10M0,rail press very high error,10,0.13
PC200-10M0,sunlight sensor+open circut or short circuit,10,0.13
PC200-10M0,2-stage relief solenoid valve+short circuit,8,0.11
PC200-10M0,f-o-v aux camera2 image reverse i/p+input signal out of scope,8,0.11
PC200-10M0,hydraulic oil temperature sensor+short circuit,8,0.11
PC200-10M0,imv/pcv1 open error,8,0.11
PC200-10M0,inj #1(l#1) open/short error,8,0.11
PC200-10M0,komtrax(gw) power 24v+short circuit,8,0.11
PC200-10M0,komtrax(gw) power 24v-2+short circuit,8,0.11
PC200-10M0,travel ppc p.sensor;backward right+defective function,8,0.11
PC200-10M0,c/r eng cntrlr can communication+communication error (compo line),6,0.08
PC200-10M0,eng bkup speed sensor error,6,0.08
PC200-10M0,eng ne and bkup speed sens error,6,0.08
PC200-10M0,fan control solenoid valve+open circuit,6,0.08
PC200-10M0,g/p controller operating lamp+open circuit,6,0.08
PC200-10M0,governor and pump controller+malfunction,6,0.08
PC200-10M0,imv/pcv1 short error,6,0.08
PC200-10M0,inj #3(l#3) open/short error,6,0.08
PC200-10M0,injectors drive circuit error,6,0.08
PC200-10M0,travel neutral solenoid valve+open circuit,6,0.08
PC200-10M0,wind washer motor+short circuit,6,0.08
PC200-10M0,wiper motor (clockwise)+short circuit,6,0.08
PC200-10M0,chg air press sensor low error,4,0.05
PC200-10M0,chg air temp sensor high error,4,0.05
PC200-10M0,fan clutch fan speed sensor+deterioration,4,0.05
PC200-10M0,fan clutch fan speed sensor+open circuit,4,0.05
PC200-10M0,inj #2(l#2) open/short error,4,0.05
PC200-10M0,inj #4(l#4) open/short error,4,0.05
PC200-10M0,travel speed solenoid valve+open circuit,4,0.05
PC200-10M0,2-stage relief solenoid valve+short circut of power source line,2,0.03
PC200-10M0,additional hyd oil filter clog sw+open circuit,2,0.03
PC200-10M0,att. flow ppc adjust solenoid valve+open circuit,2,0.03
PC200-10M0,eng bkup speed sens phase error,2,0.03
PC200-10M0,eng overspeed,2,0.03
PC200-10M0,komtrax communication terminal+controller inside failure,2,0.03
PC200-10M0,komtrax controller+malfunction,2,0.03
PC200-10M0,komtrax operating lamp+open circuit,2,0.03
PC200-10M0,komtrax operating lamp+short circuit,2,0.03
PC200-10M0,komtrax(gw) controller+controller inside failure,2,0.03
PC200-10M0,merge-divider main epc solenoid vlv+short circuit,2,0.03
PC200-10M0,monitor cntrlr operating lamp+open circuit,2,0.03
PC200-10M0,outer sensor+short circuit,2,0.03
PC200-10M0,swing motor 2stage relief solenoid+short circut of power source line,2,0.03
PC200-10M0,travel neutral solenoid valve+short circut of power source line,2,0.03
PC200-10M0,travel speed solenoid valve+short circut of power source line,2,0.03
PC200-10M0,turbocharger+revolution high error,2,0.03
PC200-8,wind washer motor+open circuit,4,66.67
PC200-8,wiper motor+defective function,2,33.33
PC200-8M0,coolant+decrease in quantity,1108,8.23
PC200-8M0,wind washer motor+open circuit,1058,7.86
PC200-8M0,water in fuel sensor high error,870,6.46
PC200-8M0,engine oil+decrease in quantity,834,6.19
PC200-8M0,air controller can communication 2+communication error (compo line),461,3.42
PC200-8M0,alternator+defective charging,443,3.29
PC200-8M0,rail press low error,406,3.02
PC200-8M0,rear pump oil pressure sensor+defective function,340,2.53
PC200-8M0,front pump oil pressure sensor+defective function,336,2.5
PC200-8M0,air cleaner element+clogging,271,2.01
PC200-8M0,gps module+malfunction,268,1.99
PC200-8M0,bucket curl ppc pressure sensor+defective function,244,1.81
PC200-8M0,personal code relay+open circut or short circuit,244,1.81
PC200-8M0,2stage back pressure solenoid valve+short circuit,243,1.8
PC200-8M0,back-up alarm buzzer+short circuit,238,1.77
PC200-8M0,boom up ppc pressure sensor+defective function,238,1.77
PC200-8M0,boom down ppc pressure sensor+defective function,234,1.74
PC200-8M0,arm dump ppc pressure sensor+defective function,230,1.71
PC200-8M0,swing left ppc pressure sensor+defective function,228,1.69
PC200-8M0,arm in ppc pressure sensor+defective function,224,1.66
PC200-8M0,swing right ppc pressure sensor+defective function,222,1.65
PC200-8M0,bucket dump ppc pressure sensor+defective function,212,1.57
PC200-8M0,throttle sensor low error,190,1.41
PC200-8M0,2stage back pressure solenoid valve+open circuit,189,1.4
PC200-8M0,swing brake solenoid valve+open circuit,188,1.4
PC200-8M0,ls control epc solenoid valve+open circuit,184,1.37
PC200-8M0,merge-divider main epc solenoid vlv+open circuit,180,1.34
PC200-8M0,eng oil press sw error,158,1.17
PC200-8M0,monitor cntrlr can communicaton 2+communication error (compo line),158,1.17
PC200-8M0,g/p controller output sensor line 1+out put voltage drop,152,1.13
PC200-8M0,rail press very low error,148,1.1
PC200-8M0,wiper motor+defective function,132,0.98
PC200-8M0,throttle sensor high error,130,0.97
PC200-8M0,merge-divider ls epc solenoid vlv+open circuit,120,0.89
PC200-8M0,pc-epc(f) solenoide valve+open circuit,116,0.86
PC200-8M0,travel ppc p.sensor;forward left+defective function,100,0.74
PC200-8M0,travel ppc p.sensor;forward right+defective function,100,0.74
PC200-8M0,pc-epc(r) solenoide valve+open circuit,98,0.73
PC200-8M0,travel ppc p.sensor;backward left+defective function,90,0.67
PC200-8M0,rail press high error,88,0.65
PC200-8M0,travel neutral solenoid valve+open circuit,80,0.59
PC200-8M0,komtrax gps antenna cable+open circuit,78,0.58
PC200-8M0,att serv valve changeover solenoid+open circuit,76,0.56
PC200-8M0,imv/pcv1 open error,76,0.56
PC200-8M0,travel ppc p.sensor;backward right+defective function,76,0.56
PC200-8M0,ambient press sens low error,72,0.53
PC200-8M0,c/r eng cntrlr can communication 2+communication error (compo line),68,0.51
PC200-8M0,engine oil+low oil pressure,62,0.46
PC200-8M0,hydraulic oil temperature sensor+short circuit,62,0.46
PC200-8M0,air cleaner clogging sensor(1)+open circuit,61,0.45
PC200-8M0,2-stage relief solenoid valve+open circuit,60,0.45
PC200-8M0,rail press sensor high error,58,0.43
PC200-8M0,g/p controller output power line+source voltage drop,56,0.42
PC200-8M0,2-stage relief solenoid valve+short circuit,55,0.41
PC200-8M0,merge-divider main epc solenoid vlv+short circuit,52,0.39
PC200-8M0,water in fuel sensor low error,52,0.39
PC200-8M0,eng ne speed sensor error,48,0.36
PC200-8M0,merge-divider ls epc solenoid vlv+short circuit,42,0.31
PC200-8M0,g/p controller model select line+model select signal mismatch,38,0.28
PC200-8M0,swing brake solenoid valve+short circuit,38,0.28
PC200-8M0,chg air temp high torque derate,36,0.27
PC200-8M0,eng bkup speed sens phase error,34,0.25
PC200-8M0,chg air temp sensor high error,30,0.22
PC200-8M0,inj #4(l#4) open/short error,30,0.22
PC200-8M0,chg air press sensor low error,28,0.21
PC200-8M0,coolant+overheat,28,0.21
PC200-8M0,f-o-v aux camera2 image reverse i/p+input signal out of scope,28,0.21
PC200-8M0,g/p controller output sensor line 2+out put voltage drop,28,0.21
PC200-8M0,rail press very high error,28,0.21
PC200-8M0,grid htr relay volt low error,26,0.19
PC200-8M0,hydraulic oil+overheat,26,0.19
PC200-8M0,inj #1(l#1) open/short error,26,0.19
PC200-8M0,inj #2(l#2) open/short error,26,0.19
PC200-8M0,inj #3(l#3) open/short error,26,0.19
PC200-8M0,ls control epc solenoid valve+short circuit,26,0.19
PC200-8M0,f-o-v aux camera3 image reverse i/p+input signal out of scope,24,0.18
PC200-8M0,att. flow ppc adjust solenoid valve+open circuit,20,0.15
PC200-8M0,inj #6(l#6) open/short error,20,0.15
PC200-8M0,monitor cntrlr pwr source (r-camera)+short circuit,20,0.15
PC200-8M0,eng bkup speed sensor error,18,0.13
PC200-8M0,rail press sensor low error,18,0.13
PC200-8M0,travel speed solenoid valve+short circuit,17,0.13
PC200-8M0,coolant temp sens high error,16,0.12
PC200-8M0,coolant+servicing,16,0.12
PC200-8M0,g/p controller can communication 2+communication error (compo line),16,0.12
PC200-8M0,inj #5(l#5) open/short error,16,0.12
PC200-8M0,pc-epc(f) solenoide valve+short circuit,16,0.12
PC200-8M0,pc-epc(r) solenoide valve+short circuit,16,0.12
PC200-8M0,sens supply 1 volt low error,12,0.09
PC200-8M0,wiper motor (clockwise)+short circuit,12,0.09
PC200-8M0,imv/pcv1 short error,10,0.07
PC200-8M0,komtrax controller+malfunction,10,0.07
PC200-8M0,travel neutral solenoid valve+short circuit,10,0.07
PC200-8M0,chg air press sensor high error,8,0.06
PC200-8M0,komtrax cntrlr can communication 2+communication error (compo line),8,0.06
PC200-8M0,travel speed solenoid valve+open circuit,8,0.06
PC200-8M0,monitor cntrlr serial communication+malfunction,6,0.04
PC200-8M0,wiper motor+open circuit,6,0.04
PC200-8M0,att serv valve changeover solenoid+short circuit,4,0.03
PC200-8M0,chg air temp sensor low error,4,0.03
PC200-8M0,fuel feed pump open error,4,0.03
PC200-8M0,injectors drive circuit error,4,0.03
PC200-8M0,pump merger-divider solenoid valve+short circuit,4,0.03
PC200-8M0,wiper motor (counter clockwise)+short circuit,4,0.03
PC200-8M0,ambient press sens high error,2,0.01
PC200-8M0,eng oil press sensor low error,2,0.01
PC200-8M0,fuel feed pump short error,2,0.01
PC200-8M0,sens supply 2 volt low error,2,0.01
PC200-8M1,wind washer motor+open circuit,142,11.54
PC200-8M1,air mix damper+malfunction,131,10.64
PC200-8M1,engine oil+decrease in quantity,68,5.52
PC200-8M1,coolant+decrease in quantity,67,5.44
PC200-8M1,water in fuel sensor high error,56,4.55
PC200-8M1,ventilation damper+malfunction,50,4.06
PC200-8M1,alternator+defective charging,47,3.82
PC200-8M1,back-up alarm buzzer+short circuit,44,3.57
PC200-8M1,rail press low error,32,2.6
PC200-8M1,ventilating sensor+open circuit,30,2.44
PC200-8M1,air cleaner element+clogging,27,2.19
PC200-8M1,merge-divider main epc solenoid vlv+open circuit,22,1.79
PC200-8M1,coolant+servicing,20,1.62
PC200-8M1,eng oil press sw error,20,1.62
PC200-8M1,throttle sensor low error,18,1.46
PC200-8M1,c/r eng cntrlr can communication 2+communication error (compo line),16,1.3
PC200-8M1,personal code relay+open circut or short circuit,16,1.3
PC200-8M1,travel ppc p.sensor;backward right+defective function,16,1.3
PC200-8M1,bucket curl ppc pressure sensor+defective function,14,1.14
PC200-8M1,ls control epc solenoid valve+open circuit,14,1.14
PC200-8M1,pc-epc(f) solenoide valve+open circuit,14,1.14
PC200-8M1,throttle sensor high error,14,1.14
PC200-8M1,air controller can communication 2+communication error (compo line),13,1.06
PC200-8M1,arm dump ppc pressure sensor+defective function,12,0.97
PC200-8M1,front pump oil pressure sensor+defective function,12,0.97
PC200-8M1,merge-divider main epc solenoid vlv+short circuit,12,0.97
PC200-8M1,monitor cntrlr can communicaton 2+communication error (compo line),12,0.97
PC200-8M1,rear pump oil pressure sensor+defective function,12,0.97
PC200-8M1,travel ppc p.sensor;forward left+defective function,12,0.97
PC200-8M1,travel ppc p.sensor;forward right+defective function,12,0.97
PC200-8M1,ventilating sensor+short circuit,11,0.89
PC200-8M1,arm in ppc pressure sensor+defective function,10,0.81
PC200-8M1,ls control epc solenoid valve+short circuit,10,0.81
PC200-8M1,pc-epc(r) solenoide valve+open circuit,10,0.81
PC200-8M1,rail press high error,10,0.81
PC200-8M1,rail press sensor low error,10,0.81
PC200-8M1,swing brake solenoid valve+open circuit,10,0.81
PC200-8M1,boom down ppc pressure sensor+defective function,8,0.65
PC200-8M1,boom up ppc pressure sensor+defective function,8,0.65
PC200-8M1,bucket dump ppc pressure sensor+defective function,8,0.65
PC200-8M1,engine oil+low oil pressure,8,0.65
PC200-8M1,g/p controller output power line+source voltage drop,8,0.65
PC200-8M1,g/p controller output sensor line 1+out put voltage drop,8,0.65
PC200-8M1,komtrax gps antenna cable+open circuit,8,0.65
PC200-8M1,merge-divider ls epc solenoid vlv+open circuit,8,0.65
PC200-8M1,rail press sensor high error,8,0.65
PC200-8M1,rail press very low error,8,0.65
PC200-8M1,swing left ppc pressure sensor+defective function,8,0.65
PC200-8M1,swing right ppc pressure sensor+defective function,8,0.65
PC200-8M1,f-o-v aux camera2 image reverse i/p+input signal out of scope,6,0.49
PC200-8M1,grid htr relay volt low error,6,0.49
PC200-8M1,imv/pcv1 open error,6,0.49
PC200-8M1,inj #1(l#1) open/short error,6,0.49
PC200-8M1,ambient press sens high error,4,0.32
PC200-8M1,f-o-v aux camera3 image reverse i/p+input signal out of scope,4,0.32
PC200-8M1,g/p controller can communication 2+communication error (compo line),4,0.32
PC200-8M1,inner sensor+open circuit,4,0.32
PC200-8M1,outer sensor+open circuit,4,0.32
PC200-8M1,rail press very high error,4,0.32
PC200-8M1,travel neutral solenoid valve+open circuit,4,0.32
PC200-8M1,travel ppc p.sensor;backward left+defective function,4,0.32
PC200-8M1,water in fuel sensor low error,4,0.32
PC200-8M1,wiper motor (counter clockwise)+short circuit,4,0.32
PC200-8M1,wiper motor+defective function,4,0.32
PC200-8M1,wiper motor+open circuit,4,0.32
PC200-8M1,air cleaner clogging sensor(1)+open circuit,3,0.24
PC200-8M1,battery voltage high error,2,0.16
PC200-8M1,chg air temp high torque derate,2,0.16
PC200-8M1,hydraulic oil temperature sensor+short circuit,2,0.16
PC200-8M1,hydraulic oil+overheat,2,0.16
PC200-8M1,komtrax cntrlr can communication 2+communication error (compo line),2,0.16
PC200-8M1,travel speed solenoid valve+open circuit,2,0.16
PC200-8M1,wiper motor (clockwise)+short circuit,2,0.16
PC2000-11R,g/p controller model select line+model select signal mismatch,76,7.22
PC2000-11R,"komtrax plus,ethernet comm 1+communication error (compo line)",64,6.08
PC2000-11R,grease lubrication system+low oil pressure,56,5.32
PC2000-11R,auto grease pressure sensor+defective function,48,4.56
